Study.Accession	Reported.trait	Group	UKB.Field.ID	QC.Flag.Field.ID	type	analysis	adjustment	sex	population
GCST90497708	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90497712	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90497707	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90497710	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90497713	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501134	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	array	Meta-analysis		Combined	Combined
GCST90497706	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	exWAS	PGS adjusted	Combined	European
GCST90497717	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90497718	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90497711	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90497714	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90497716	Cholesterol in Large HDL	Lipoprotein subclasses	23561	23861	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90497917	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	array	Discovery		Combined	British-Central/South Asian
GCST90497918	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	array	Discovery		Combined	European
GCST90497909	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	array	Discovery		Combined	British-African
GCST90497919	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	array	Discovery		Female	European
GCST90497923	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	array	Discovery		Male	European
GCST90497910	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90497911	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90497907	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90497922	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90497913	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90497916	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501146	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	array	Meta-analysis		Combined	Combined
GCST90497912	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90497914	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90497920	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	exWAS	PGS adjusted	Combined	European
GCST90497921	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90497915	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90497908	Cholesterol in Large LDL	Lipoprotein subclasses	23533	23833	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498110	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	array	Discovery		Combined	British-African
GCST90498111	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	array	Discovery		Combined	British-Central/South Asian
GCST90498118	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	array	Discovery		Combined	European
GCST90498119	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	array	Discovery		Female	European
GCST90498123	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	array	Discovery		Male	European
GCST90498115	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498116	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498113	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90498117	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90498121	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501158	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	array	Meta-analysis		Combined	Combined
GCST90498112	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90498120	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498109	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498114	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498122	Cholesterol in Large VLDL	Lipoprotein subclasses	23498	23798	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498499	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	array	Discovery		Combined	British-Central/South Asian
GCST90498505	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	array	Discovery		Combined	British-African
GCST90498507	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	array	Discovery		Combined	European
GCST90498495	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	array	Discovery		Female	European
GCST90498492	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	array	Discovery		Male	European
GCST90498501	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498491	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498493	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498497	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90498504	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90498506	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90501182	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	array	Meta-analysis		Combined	Combined
GCST90498500	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90498496	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498503	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498498	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498494	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498502	Cholesterol in Medium HDL	Lipoprotein subclasses	23568	23868	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498699	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	array	Discovery		Combined	British-Central/South Asian
GCST90498704	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	array	Discovery		Combined	European
GCST90498710	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	array	Discovery		Combined	British-African
GCST90498703	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	array	Discovery		Female	European
GCST90498707	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	array	Discovery		Male	European
GCST90498695	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498697	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90498698	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498701	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90498705	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90498711	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501194	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	array	Meta-analysis		Combined	Combined
GCST90498700	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498708	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90498709	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498702	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498696	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90498706	Cholesterol in Medium LDL	Lipoprotein subclasses	23540	23840	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498899	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	array	Discovery		Combined	British-Central/South Asian
GCST90498901	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	array	Discovery		Combined	British-African
GCST90498906	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	array	Discovery		Combined	European
GCST90498903	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	array	Discovery		Female	European
GCST90498909	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	array	Discovery		Male	European
GCST90498904	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90498898	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90498902	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90498905	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90498897	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90501206	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	array	Meta-analysis		Combined	Combined
GCST90498895	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	exWAS	PGS adjusted	Combined	European
GCST90498896	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90498900	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90498907	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90498908	Cholesterol in Medium VLDL	Lipoprotein subclasses	23505	23805	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499349	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	array	Discovery		Combined	European
GCST90499350	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	array	Discovery		Combined	British-Central/South Asian
GCST90499355	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	array	Discovery		Combined	British-African
GCST90499358	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	array	Discovery		Female	European
GCST90499348	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	array	Discovery		Male	European
GCST90499352	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499345	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499359	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499343	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90499344	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499356	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501234	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	array	Meta-analysis		Combined	Combined
GCST90499347	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	exWAS	PGS adjusted	Combined	British-African
GCST90499351	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	exWAS	PGS adjusted	Combined	European
GCST90499354	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	exWAS	PGS adjusted	Combined	British-Central/South Asian
GCST90499346	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	exWAS	no PGS adjustment	Combined	British-African
GCST90499353	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	exWAS	no PGS adjustment	Combined	British-Central/South Asian
GCST90499357	Cholesterol in Small HDL	Lipoprotein subclasses	23575	23875	sequencing	exWAS	no PGS adjustment	Combined	European
GCST90499545	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	array	Discovery		Combined	British-Central/South Asian
GCST90499546	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	array	Discovery		Combined	European
GCST90499558	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	array	Discovery		Combined	British-African
GCST90499555	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	array	Discovery		Female	European
GCST90499559	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	array	Discovery		Male	European
GCST90499552	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	sequencing	Gene-burden	PGS adjusted	Combined	European
GCST90499556	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	sequencing	Gene-burden	PGS adjusted	Combined	British-African
GCST90499560	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	sequencing	Gene-burden	PGS adjusted	Combined	British-Central/South Asian
GCST90499547	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	sequencing	Gene-burden	no PGS adjustment	Combined	European
GCST90499548	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	sequencing	Gene-burden	no PGS adjustment	Combined	British-Central/South Asian
GCST90499554	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	sequencing	Gene-burden	no PGS adjustment	Combined	British-African
GCST90501246	Cholesterol in Small LDL	Lipoprotein subclasses	23547	23847	array	Meta-analysis		Combined	Combined
